income,race,sex,workclass,marital-status,age,education-num,capital-gain,capital-loss,hours-per-week
>50K.,White,Male,Private,Never-married,25,10,8614,0,40
<=50K.,White,Male,Private,Never-married,17,7,0,0,30
<=50K.,White,Female,Private,Never-married,21,7,0,0,35
<=50K.,White,Male,Private,Never-married,26,10,0,0,40
<=50K.,White,Male,Private,Never-married,24,10,0,0,40
>50K.,White,Male,Private,Married,30,13,0,0,42
<=50K.,White,Male,Private,Never-married,19,9,0,0,28
<=50K.,White,Male,Private,Never-married,17,6,0,0,20
<=50K.,White,Male,Private,Never-married,27,9,0,0,22
<=50K.,White,Female,Private,Never-married,53,15,0,0,40
<=50K.,White,Female,Private,Never-married,24,13,0,0,40
>50K.,White,Male,Private,Married,37,10,0,0,40
<=50K.,White,Female,Private,Married,34,11,0,0,18
<=50K.,White,Female,Private,Never-married,86,14,0,0,40
>50K.,White,Female,Private,Married,49,11,15024,0,60
<=50K.,White,Female,Private,Married,47,10,0,0,35
>50K.,White,Male,Private,Married,32,9,0,0,50
>50K.,White,Male,Private,Married,42,13,0,0,40
<=50K.,White,Male,Private,Married,60,10,0,0,65
>50K.,White,Male,Private,Married,46,10,4386,0,38
>50K.,White,Male,Private,Married,28,12,0,1887,70
<=50K.,White,Male,Private,Never-married,26,6,0,0,55
<=50K.,White,Female,Private,Never-married,27,10,0,0,40
<=50K.,White,Male,Private,Divorced,59,10,0,0,40
>50K.,White,Female,Private,Divorced,51,10,0,0,45
<=50K.,White,Male,Private,Married,36,9,0,2002,40
<=50K.,Other,Female,Private,Married,39,4,0,0,40
>50K.,White,Male,Private,Married,32,14,0,0,60
<=50K.,White,Female,Private,Married,24,12,0,0,40
<=50K.,White,Male,Private,Never-married,23,9,0,0,30
<=50K.,White,Male,Private,Married,62,9,0,0,20
<=50K.,Asian-Pac-Islander,Male,Private,Never-married,27,13,0,0,40
<=50K.,White,Female,Private,Divorced,49,10,0,0,35
<=50K.,White,Male,Private,Never-married,18,6,0,0,20
<=50K.,White,Female,Private,Never-married,19,10,0,0,30
<=50K.,Black,Female,Private,Married,54,9,0,0,40
>50K.,White,Female,Private,Married,24,10,0,0,40
>50K.,White,Male,Private,Married,61,6,0,0,50
>50K.,White,Male,Private,Married,36,13,0,0,40
<=50K.,White,Male,Private,Never-married,21,10,0,0,50
<=50K.,White,Male,Private,Married,30,10,0,0,40
<=50K.,White,Male,Private,Never-married,22,9,2907,0,40
<=50K.,Asian-Pac-Islander,Female,Private,Divorced,33,10,0,0,52
>50K.,White,Male,Private,Married,42,9,0,0,50
<=50K.,White,Male,Private,Married,29,13,0,0,40
<=50K.,White,Male,Private,Never-married,35,13,0,0,55
<=50K.,White,Female,Private,Never-married,23,10,0,0,30
<=50K.,Amer-Indian-Eskimo,Male,Private,Married,28,10,0,0,60
<=50K.,White,Female,Private,Divorced,34,9,0,0,40
<=50K.,Black,Female,Private,Never-married,40,10,0,0,40
<=50K.,White,Male,Private,Married,49,9,0,0,40
<=50K.,White,Female,Private,Never-married,34,9,0,0,40
<=50K.,White,Male,Private,Never-married,26,13,2463,0,35
<=50K.,White,Male,Private,Never-married,25,9,0,0,40
<=50K.,White,Female,Private,Divorced,40,10,1831,0,30
<=50K.,White,Male,Private,Married,54,9,0,2051,40
<=50K.,White,Female,Private,Never-married,25,13,3325,0,40
<=50K.,White,Male,Private,Married,28,13,0,0,40
<=50K.,White,Male,Private,Never-married,31,13,0,0,40
<=50K.,White,Female,Private,Divorced,45,9,0,0,40
<=50K.,White,Male,Private,Never-married,19,9,0,0,40
<=50K.,White,Male,Private,Never-married,23,8,0,0,40
<=50K.,White,Male,Private,Never-married,23,4,0,0,40
>50K.,White,Male,Private,Married,52,11,15024,0,40
<=50K.,Asian-Pac-Islander,Female,Private,Never-married,35,13,0,0,50
<=50K.,White,Male,Private,Married,58,9,0,0,40
>50K.,White,Male,Private,Married,61,9,0,0,45
>50K.,White,Male,Private,Married,39,13,99999,0,70
<=50K.,White,Male,Private,Married,38,7,0,0,40
>50K.,White,Male,Private,Married,59,9,0,1887,40
>50K.,White,Male,Private,Divorced,41,13,0,0,50
<=50K.,White,Male,Private,Never-married,19,7,0,0,10
<=50K.,White,Male,Private,Never-married,22,10,0,0,20
<=50K.,White,Female,Private,Widowed,59,12,0,0,40
>50K.,White,Male,Private,Married,37,9,3103,0,45
<=50K.,White,Male,Private,Married,31,8,0,0,43
<=50K.,White,Male,Private,Never-married,18,7,0,0,40
<=50K.,White,Female,Private,Never-married,20,10,0,0,35
<=50K.,White,Male,Private,Never-married,28,9,0,0,60
<=50K.,White,Female,Private,Never-married,28,10,0,0,30
<=50K.,White,Male,Private,Married,49,13,0,0,40
<=50K.,White,Male,Private,Never-married,19,9,0,0,20
>50K.,White,Male,Private,Married,43,13,7298,0,40
>50K.,Black,Male,Private,Married,28,9,15024,0,40
<=50K.,Black,Female,Private,Divorced,41,10,0,0,24
>50K.,White,Male,Private,Married,50,14,0,0,65
<=50K.,White,Male,Private,Divorced,46,13,0,0,40
<=50K.,White,Male,Private,Never-married,20,10,0,0,40
>50K.,White,Male,Private,Married,45,13,0,0,60
<=50K.,White,Female,Private,Never-married,28,10,0,0,50
<=50K.,White,Female,Private,Married,37,10,0,0,40
<=50K.,White,Male,Private,Married,66,9,0,0,40
>50K.,White,Female,Private,Married,38,13,0,0,50
<=50K.,White,Male,Private,Never-married,25,7,0,0,45
<=50K.,White,Female,Private,Widowed,56,10,0,0,38
>50K.,White,Male,Private,Married,47,10,0,0,65
<=50K.,Amer-Indian-Eskimo,Male,Private,Never-married,40,9,6849,0,43
<=50K.,White,Male,Private,Married,41,13,0,0,40
<=50K.,Other,Female,Private,Never-married,21,10,0,0,20
<=50K.,White,Male,Private,Never-married,52,9,0,0,40
>50K.,White,Male,Private,Divorced,62,16,15020,0,50
>50K.,White,Male,Private,Married,46,7,0,0,45
<=50K.,White,Female,Private,Married,29,9,0,0,40
<=50K.,White,Male,Private,Married,21,6,3908,0,40
<=50K.,White,Male,Private,Separated,35,9,0,0,50
>50K.,White,Male,Private,Married,46,13,0,0,50
>50K.,Asian-Pac-Islander,Male,Private,Married,35,16,0,1902,40
<=50K.,White,Male,Private,Divorced,34,10,0,0,60
<=50K.,White,Male,Private,Never-married,21,11,0,0,30
<=50K.,White,Male,Private,Married,29,9,0,0,60
<=50K.,White,Female,Private,Never-married,22,9,0,0,40
<=50K.,White,Male,Private,Never-married,47,13,0,0,40
<=50K.,White,Female,Private,Never-married,19,9,0,0,40
>50K.,White,Male,Private,Married,46,13,15024,0,40
<=50K.,Black,Male,Private,Never-married,23,10,0,0,40
<=50K.,Black,Male,Private,Married,49,9,0,0,40
>50K.,White,Male,Private,Married,50,13,0,0,40
<=50K.,White,Female,Private,Widowed,77,9,0,0,10
<=50K.,White,Male,Private,Married,27,11,0,0,60
<=50K.,Asian-Pac-Islander,Male,Private,Married,54,1,0,0,40
<=50K.,White,Male,Private,Married,32,10,0,0,50
<=50K.,White,Female,Private,Never-married,26,13,0,0,40
<=50K.,White,Male,Private,Married,38,11,0,0,42
<=50K.,Black,Female,Private,Widowed,47,13,6497,0,40
>50K.,White,Male,Private,Married,31,10,0,0,40
<=50K.,White,Male,Private,Married,38,9,0,0,55
>50K.,White,Male,Private,Married,50,10,0,0,40
<=50K.,White,Male,Private,Never-married,18,7,0,0,40
<=50K.,White,Male,Private,Never-married,34,9,0,0,50
<=50K.,White,Male,Private,Married,32,13,0,0,40
<=50K.,White,Male,Private,Never-married,29,13,0,0,35
>50K.,White,Male,Private,Married,42,13,0,0,45
<=50K.,Black,Female,Private,Divorced,37,10,0,0,40
<=50K.,White,Female,Private,Divorced,36,9,0,0,40
>50K.,White,Female,Private,Widowed,59,14,0,0,40
>50K.,White,Male,Private,Married,32,13,99999,0,50
>50K.,White,Female,Private,Never-married,39,15,14084,0,35
<=50K.,White,Male,Private,Never-married,39,10,0,0,40
<=50K.,White,Female,Private,Widowed,69,13,2346,0,15
<=50K.,White,Female,Private,Married,43,9,0,0,35
<=50K.,White,Male,Private,Married,39,11,0,1628,48
<=50K.,White,Female,Private,Never-married,19,10,0,0,30
<=50K.,Black,Male,Private,Married,51,9,3137,0,40
<=50K.,White,Female,Private,Widowed,75,10,0,0,8
<=50K.,Black,Male,Private,Never-married,20,7,594,0,20
<=50K.,White,Male,Private,Separated,28,9,0,0,40
<=50K.,White,Male,Private,Married,40,6,0,0,40
<=50K.,White,Female,Private,Never-married,41,10,0,0,40
<=50K.,White,Female,Private,Divorced,58,9,0,0,40
<=50K.,White,Male,Private,Married,26,9,0,0,65
<=50K.,White,Male,Private,Never-married,29,12,0,0,45
<=50K.,White,Female,Private,Never-married,45,14,0,0,40
<=50K.,White,Male,Private,Never-married,23,12,0,0,40
<=50K.,White,Male,Private,Never-married,22,9,0,0,40
<=50K.,White,Male,Private,Married,28,9,0,0,40
<=50K.,White,Female,Private,Never-married,23,10,0,0,25
<=50K.,Black,Male,Private,Married,33,9,0,0,35
<=50K.,White,Male,Private,Married,37,11,0,0,43
<=50K.,White,Female,Private,Never-married,19,10,0,0,40
<=50K.,White,Male,Private,Married,35,7,0,0,40
<=50K.,White,Female,Private,Divorced,62,4,0,0,38
<=50K.,White,Male,Private,Never-married,25,9,0,0,40
<=50K.,White,Male,Private,Never-married,21,9,0,0,40
<=50K.,White,Male,Private,Never-married,32,10,0,0,35
<=50K.,White,Male,Private,Married,57,7,0,0,40
<=50K.,White,Male,Private,Never-married,31,10,0,0,40
>50K.,White,Male,Private,Married,37,13,0,0,60
<=50K.,White,Female,Private,Divorced,34,9,0,0,36
<=50K.,White,Male,Private,Married,44,10,0,0,48
<=50K.,White,Male,Private,Married,66,4,0,0,40
>50K.,White,Male,Private,Married,31,9,0,0,40
>50K.,White,Male,Private,Married,53,11,0,0,40
<=50K.,White,Female,Private,Married,36,9,0,0,50
<=50K.,White,Male,Private,Married,61,5,0,0,40
>50K.,White,Male,Private,Married,43,13,0,0,40
<=50K.,White,Male,Private,Married,38,10,0,0,40
<=50K.,White,Male,Private,Never-married,26,9,0,0,50
<=50K.,Amer-Indian-Eskimo,Male,Private,Married,27,9,0,0,8
<=50K.,White,Male,Private,Married,56,4,0,0,26
>50K.,White,Male,Private,Separated,36,10,0,0,60
<=50K.,Black,Male,Private,Never-married,29,9,0,0,40
<=50K.,White,Male,Private,Never-married,28,6,0,0,30
>50K.,White,Male,Private,Married,31,10,7298,0,50
<=50K.,White,Female,Private,Never-married,21,12,0,0,40
<=50K.,White,Male,Private,Widowed,26,9,0,0,40
<=50K.,White,Male,Private,Never-married,21,10,0,0,50
<=50K.,White,Male,Private,Married,33,9,0,0,40
<=50K.,White,Female,Private,Divorced,33,9,0,0,32
>50K.,White,Male,Private,Married,29,13,0,0,50
<=50K.,White,Female,Private,Divorced,19,10,0,0,40
>50K.,White,Male,Private,Married,41,10,99999,0,50
<=50K.,Black,Male,Private,Married,55,6,2580,0,40
<=50K.,Black,Male,Private,Never-married,27,10,0,0,40
<=50K.,White,Male,Private,Never-married,33,9,0,0,45
<=50K.,White,Female,Private,Separated,29,9,0,0,40
<=50K.,White,Male,Private,Married,41,13,0,0,60
<=50K.,White,Male,Private,Married,30,9,0,0,40
>50K.,Asian-Pac-Islander,Male,Private,Divorced,31,13,99999,0,70
<=50K.,Black,Female,Private,Married,54,3,0,0,30
>50K.,White,Female,Private,Separated,32,12,25236,0,50
<=50K.,White,Female,Private,Widowed,56,9,0,1974,40
<=50K.,White,Female,Private,Divorced,48,9,0,0,40
<=50K.,White,Male,Private,Married,31,9,0,1573,40
<=50K.,White,Male,Private,Divorced,32,12,2597,0,48
>50K.,White,Male,Private,Married,51,13,7688,0,40
<=50K.,Black,Female,Private,Never-married,42,9,0,2339,40
>50K.,White,Male,Private,Married,31,15,0,0,60
<=50K.,Black,Female,Private,Never-married,42,10,0,0,40
>50K.,White,Male,Private,Married,40,13,0,0,40
<=50K.,White,Female,Private,Widowed,65,9,0,0,20
>50K.,White,Male,Private,Married,53,13,0,0,52
>50K.,White,Male,Private,Married,56,10,0,1902,60
>50K.,White,Male,Private,Married,44,14,0,0,50
>50K.,Black,Male,Private,Divorced,47,9,8614,0,44
<=50K.,White,Female,Private,Married,22,12,0,0,40
>50K.,White,Male,Private,Separated,53,10,0,2444,45
<=50K.,White,Male,Private,Never-married,19,9,0,2001,40
<=50K.,White,Female,Private,Never-married,52,4,0,0,7
<=50K.,White,Male,Private,Married,29,5,0,0,40
<=50K.,White,Male,Private,Divorced,41,10,0,0,21
<=50K.,Black,Male,Private,Divorced,38,10,0,0,60
>50K.,White,Female,Private,Married,32,10,0,0,40
<=50K.,White,Male,Private,Married,37,9,0,0,40
<=50K.,White,Male,Private,Married,55,6,0,0,40
<=50K.,White,Male,Private,Married,48,9,0,0,40
>50K.,White,Male,Private,Married,43,10,0,0,50
<=50K.,Black,Male,Private,Never-married,25,9,0,0,24
<=50K.,White,Female,Private,Separated,47,9,0,0,40
<=50K.,White,Male,Private,Married,55,9,0,0,40
<=50K.,White,Female,Private,Divorced,42,9,0,0,40
<=50K.,White,Male,Private,Divorced,40,9,0,0,40
<=50K.,White,Male,Private,Married,34,11,0,0,40
<=50K.,White,Female,Private,Separated,38,9,0,0,10
>50K.,White,Male,Private,Married,39,9,0,0,40
<=50K.,White,Female,Private,Divorced,45,12,0,0,55
<=50K.,White,Male,Private,Never-married,43,12,0,0,40
<=50K.,White,Female,Private,Never-married,18,10,0,0,20
<=50K.,White,Male,Private,Never-married,27,14,0,0,40
<=50K.,White,Female,Private,Divorced,57,12,0,0,40
<=50K.,White,Female,Private,Married,38,9,0,0,60
>50K.,White,Male,Private,Married,67,13,0,0,40
<=50K.,White,Female,Private,Separated,26,7,0,0,20
<=50K.,White,Male,Private,Never-married,21,9,0,0,40
<=50K.,White,Male,Private,Never-married,17,6,0,0,15
<=50K.,White,Male,Private,Married,31,9,0,0,40
>50K.,White,Male,Private,Married,29,13,0,0,40
>50K.,White,Male,Private,Never-married,28,13,0,0,40
>50K.,White,Male,Private,Married,32,12,0,0,45
>50K.,White,Male,Private,Married,26,10,0,0,40
<=50K.,White,Female,Private,Never-married,40,14,0,0,40
<=50K.,White,Male,Private,Never-married,51,4,0,0,19
<=50K.,Black,Male,Private,Married,62,10,0,0,20
<=50K.,White,Male,Private,Married,54,6,0,0,60
<=50K.,White,Female,Private,Separated,55,9,0,0,16
<=50K.,White,Male,Private,Never-married,24,9,0,0,20
<=50K.,White,Male,Private,Never-married,27,14,0,0,45
<=50K.,White,Male,Private,Never-married,18,9,0,0,30
>50K.,Amer-Indian-Eskimo,Female,Private,Never-married,22,13,14344,0,40
<=50K.,White,Female,Private,Never-married,21,9,0,0,40
>50K.,White,Male,Private,Married,38,13,0,0,40
>50K.,White,Male,Private,Married,39,13,0,0,50
<=50K.,White,Male,Private,Married,27,9,0,0,40
<=50K.,Black,Male,Private,Divorced,35,7,0,0,40
>50K.,White,Male,Private,Married,51,10,0,1977,60
<=50K.,White,Male,Private,Married,60,10,0,0,40
<=50K.,White,Male,Private,Married,38,9,0,0,40
<=50K.,Black,Male,Private,Separated,37,10,0,0,35
<=50K.,White,Female,Private,Divorced,43,10,0,0,40
<=50K.,White,Female,Private,Never-married,17,6,0,0,25
<=50K.,White,Male,Private,Never-married,32,9,0,0,60
<=50K.,White,Female,Private,Never-married,23,13,0,0,38
>50K.,White,Male,Private,Married,28,13,0,1887,40
<=50K.,White,Female,Private,Never-married,25,13,0,0,40
<=50K.,White,Male,Private,Married,42,13,0,1485,60
<=50K.,Other,Female,Private,Never-married,29,13,0,0,50
>50K.,White,Male,Private,Married,44,14,0,0,45
<=50K.,White,Female,Private,Never-married,24,10,0,0,17
<=50K.,White,Female,Private,Never-married,17,6,0,0,10
<=50K.,White,Female,Private,Never-married,31,12,0,0,40
>50K.,White,Male,Private,Married,52,10,0,0,40
<=50K.,Asian-Pac-Islander,Female,Private,Never-married,39,13,0,0,35
<=50K.,Black,Female,Private,Never-married,38,9,0,0,24
<=50K.,Black,Female,Private,Divorced,48,9,0,0,20
<=50K.,White,Female,Private,Widowed,60,6,0,0,40
<=50K.,White,Male,Private,Never-married,26,9,0,0,40
<=50K.,White,Male,Private,Never-married,20,9,0,0,40
<=50K.,White,Female,Private,Never-married,20,10,0,0,40
<=50K.,Black,Male,Private,Never-married,23,10,0,0,22
>50K.,White,Male,Private,Married,35,11,0,0,40
<=50K.,Black,Male,Private,Never-married,43,6,0,0,40
<=50K.,White,Male,Private,Married,50,9,0,0,32
<=50K.,Black,Male,Private,Separated,58,2,0,0,50
>50K.,White,Male,Private,Married,29,13,0,0,45
<=50K.,White,Female,Private,Divorced,47,10,0,0,40
<=50K.,Black,Female,Private,Married,39,9,0,0,40
<=50K.,White,Male,Private,Never-married,27,9,0,0,60
<=50K.,White,Female,Private,Never-married,38,10,0,0,40
<=50K.,White,Male,Private,Never-married,25,9,0,0,65
<=50K.,White,Male,Private,Married,31,9,0,0,52
<=50K.,White,Male,Private,Never-married,42,16,0,0,50
>50K.,White,Male,Private,Married,52,9,0,0,40
>50K.,White,Male,Private,Married,46,13,0,0,40
<=50K.,White,Female,Private,Separated,31,10,0,0,50
<=50K.,White,Female,Private,Divorced,33,9,0,0,40
<=50K.,White,Female,Private,Never-married,58,9,0,0,40
>50K.,White,Male,Private,Married,54,13,0,0,40
<=50K.,White,Male,Private,Married,46,14,0,1740,60
<=50K.,White,Male,Private,Married,28,9,0,0,40
<=50K.,White,Female,Private,Never-married,39,13,0,0,40
<=50K.,White,Female,Private,Never-married,22,9,0,0,40
<=50K.,White,Female,Private,Never-married,27,13,0,0,40
>50K.,White,Male,Private,Married,35,13,0,0,45
<=50K.,White,Male,Private,Married,47,13,0,0,50
>50K.,White,Male,Private,Married,38,13,5178,0,40
<=50K.,Other,Female,Private,Separated,26,12,0,0,40
<=50K.,White,Male,Private,Married,39,13,0,0,40
<=50K.,White,Male,Private,Divorced,60,4,0,0,40
<=50K.,White,Female,Private,Never-married,32,14,0,0,40
<=50K.,White,Female,Private,Never-married,31,7,0,0,48
<=50K.,White,Female,Private,Separated,29,9,0,0,25
<=50K.,Black,Female,Private,Never-married,39,9,0,0,40
>50K.,White,Male,Private,Married,42,14,15024,0,50
<=50K.,White,Female,Private,Divorced,26,9,0,0,35
<=50K.,White,Male,Private,Never-married,27,11,0,0,40
<=50K.,White,Female,Private,Widowed,52,5,0,0,40
>50K.,White,Male,Private,Married,51,9,0,0,45
>50K.,White,Male,Private,Married,40,9,0,0,40
<=50K.,Black,Male,Private,Widowed,61,4,0,0,40
<=50K.,White,Male,Private,Divorced,35,9,0,0,40
>50K.,White,Male,Private,Married,31,14,0,0,40
>50K.,White,Male,Private,Married,43,9,0,1902,40
<=50K.,White,Male,Private,Never-married,20,9,0,0,40
<=50K.,White,Male,Private,Separated,35,10,0,0,40
<=50K.,White,Male,Private,Married,30,10,0,1672,45
>50K.,White,Male,Private,Married,51,9,0,0,40
<=50K.,White,Male,Private,Never-married,21,10,0,0,20
<=50K.,White,Male,Private,Never-married,24,13,0,0,55
<=50K.,Black,Male,Private,Married,55,9,0,0,40
<=50K.,White,Female,Private,Married,48,7,0,0,40
<=50K.,White,Female,Private,Never-married,31,13,0,0,42
>50K.,White,Male,Private,Married,52,11,0,0,40
<=50K.,White,Female,Private,Never-married,30,10,0,0,40
<=50K.,White,Male,Private,Never-married,29,9,0,0,40
<=50K.,White,Male,Private,Married,32,10,0,0,40
>50K.,White,Male,Private,Married,47,10,7688,0,40
<=50K.,White,Male,Private,Married,56,5,0,0,40
<=50K.,White,Male,Private,Married,40,10,0,0,40
<=50K.,White,Female,Private,Never-married,20,10,0,0,10
<=50K.,White,Male,Private,Separated,36,10,0,0,40
<=50K.,White,Male,Private,Never-married,45,13,0,0,40
<=50K.,White,Male,Private,Married,38,5,0,0,40
<=50K.,White,Female,Private,Never-married,21,10,0,0,30
<=50K.,White,Female,Private,Widowed,57,9,0,0,40
<=50K.,White,Male,Private,Married,33,9,0,0,48
<=50K.,White,Male,Private,Married,37,9,0,1902,50
>50K.,White,Male,Private,Married,68,10,0,2377,55
<=50K.,White,Female,Private,Married,28,7,0,0,40
<=50K.,White,Male,Private,Married,32,10,0,0,40
>50K.,White,Male,Private,Divorced,30,15,10520,0,50
<=50K.,White,Male,Private,Never-married,18,7,0,0,30
<=50K.,White,Female,Private,Divorced,45,10,0,0,20
<=50K.,White,Female,Private,Never-married,22,9,0,0,40
<=50K.,White,Female,Private,Never-married,38,13,0,0,8
<=50K.,White,Female,Private,Divorced,37,11,0,0,40
<=50K.,White,Male,Private,Never-married,23,13,0,0,40
<=50K.,White,Male,Private,Married,59,4,0,0,40
<=50K.,White,Male,Private,Never-married,18,9,0,0,25
<=50K.,White,Female,Private,Never-married,30,13,0,0,40
>50K.,White,Male,Private,Married,50,10,0,0,45
<=50K.,White,Female,Private,Divorced,48,5,0,0,40
<=50K.,White,Male,Private,Married,60,9,0,0,40
<=50K.,White,Female,Private,Separated,46,9,0,0,50
>50K.,White,Male,Private,Married,39,13,0,0,60
<=50K.,White,Male,Private,Never-married,17,7,0,0,15
>50K.,White,Male,Private,Married,46,13,0,0,55
<=50K.,White,Female,Private,Divorced,50,9,0,0,65
<=50K.,Black,Male,Private,Never-married,32,13,0,0,30
<=50K.,White,Female,Private,Never-married,18,9,0,0,40
<=50K.,Black,Male,Private,Separated,34,9,0,0,40
>50K.,White,Male,Private,Divorced,50,13,0,0,45
<=50K.,White,Male,Private,Married,32,7,0,0,55
<=50K.,White,Male,Private,Never-married,26,13,0,0,50
<=50K.,White,Female,Private,Divorced,46,12,0,0,50
>50K.,White,Male,Private,Married,32,9,0,0,60
>50K.,White,Male,Private,Married,48,10,0,0,45
<=50K.,White,Male,Private,Never-married,28,13,0,1408,40
<=50K.,White,Male,Private,Married,43,9,0,0,40
<=50K.,White,Male,Private,Never-married,30,9,0,0,50
<=50K.,Amer-Indian-Eskimo,Male,Private,Married,34,9,0,0,40
>50K.,White,Male,Private,Married,41,13,0,0,60
<=50K.,White,Female,Private,Divorced,53,6,0,0,48
<=50K.,White,Male,Private,Married,42,1,0,0,40
<=50K.,White,Female,Private,Never-married,18,9,0,0,30
>50K.,White,Male,Private,Widowed,81,13,0,0,50
<=50K.,White,Male,Private,Married,40,11,0,0,40
<=50K.,White,Female,Private,Never-married,26,13,0,0,35
<=50K.,White,Female,Private,Never-married,20,10,0,0,15
<=50K.,White,Female,Private,Never-married,41,9,0,0,50
<=50K.,White,Female,Private,Never-married,22,10,0,0,20
>50K.,White,Male,Private,Divorced,46,13,0,0,45
<=50K.,White,Female,Private,Divorced,56,10,0,1980,40
>50K.,White,Female,Private,Married,35,9,0,0,40
<=50K.,White,Female,Private,Separated,34,13,0,0,35
<=50K.,White,Male,Private,Married,28,8,0,0,45
<=50K.,White,Male,Private,Never-married,35,13,0,0,37
<=50K.,White,Male,Private,Married,29,10,0,0,40
<=50K.,White,Female,Private,Never-married,21,10,0,0,30
<=50K.,White,Male,Private,Married,45,9,0,0,40
<=50K.,Black,Male,Private,Married,43,9,0,0,40
<=50K.,White,Male,Private,Never-married,35,6,0,0,40
<=50K.,White,Male,Private,Married,30,9,0,0,40
<=50K.,White,Female,Private,Never-married,45,9,0,0,40
<=50K.,White,Female,Private,Never-married,29,10,0,0,20
<=50K.,White,Female,Private,Never-married,33,13,0,0,40
<=50K.,Black,Male,Private,Never-married,17,6,0,0,15
<=50K.,White,Female,Private,Divorced,52,9,0,0,25
<=50K.,White,Female,Private,Separated,24,10,0,0,35
<=50K.,White,Female,Private,Never-married,40,13,4650,0,48
<=50K.,White,Male,Private,Separated,32,9,0,0,40
<=50K.,White,Female,Private,Never-married,33,13,0,0,40
<=50K.,White,Male,Private,Never-married,30,4,0,0,38
<=50K.,White,Male,Private,Never-married,28,9,0,0,40
<=50K.,White,Female,Private,Never-married,32,11,0,0,64
>50K.,White,Male,Private,Married,26,9,0,0,40
>50K.,White,Male,Private,Married,52,10,7298,0,45
<=50K.,White,Male,Private,Never-married,19,9,0,0,16
>50K.,White,Male,Private,Never-married,49,13,0,0,45
>50K.,White,Male,Private,Married,47,11,0,0,60
<=50K.,White,Female,Private,Married,38,7,0,0,32
<=50K.,White,Male,Private,Never-married,30,9,0,0,40
<=50K.,White,Male,Private,Married,32,7,0,0,40
>50K.,White,Female,Private,Married,32,9,0,0,50
<=50K.,White,Female,Private,Never-married,46,11,0,0,40
<=50K.,White,Male,Private,Never-married,22,9,0,0,50
<=50K.,Black,Female,Private,Divorced,47,10,0,0,40
>50K.,White,Male,Private,Married,41,13,0,0,56
<=50K.,White,Male,Private,Married,32,13,0,0,60
<=50K.,White,Male,Private,Married,37,7,0,0,40
<=50K.,White,Male,Private,Married,64,9,2635,0,40
<=50K.,White,Male,Private,Never-married,17,6,0,0,15
<=50K.,White,Female,Private,Never-married,23,10,0,0,15
<=50K.,White,Female,Private,Divorced,40,10,914,0,40
<=50K.,Asian-Pac-Islander,Male,Private,Married,52,13,0,0,40
<=50K.,White,Female,Private,Divorced,24,9,0,0,40
<=50K.,White,Male,Private,Married,33,11,0,0,40
<=50K.,Asian-Pac-Islander,Male,Private,Married,39,11,0,0,40
<=50K.,Black,Male,Private,Divorced,34,9,0,0,42
<=50K.,Other,Male,Private,Never-married,23,10,0,0,24
>50K.,White,Male,Private,Married,49,9,99999,0,65
<=50K.,White,Male,Private,Never-married,18,9,0,0,25
<=50K.,White,Male,Private,Never-married,20,8,0,0,40
>50K.,White,Male,Private,Married,54,14,0,0,55
<=50K.,White,Male,Private,Never-married,19,10,0,0,40
>50K.,White,Male,Private,Married,53,9,0,0,46
<=50K.,White,Male,Private,Never-married,28,9,0,0,40
<=50K.,White,Male,Private,Married,35,9,0,0,40
<=50K.,White,Female,Private,Never-married,20,10,0,0,20
<=50K.,White,Female,Private,Divorced,31,10,0,0,50
<=50K.,White,Female,Private,Separated,37,16,0,0,40
<=50K.,White,Male,Private,Married,64,8,0,0,40
>50K.,White,Male,Private,Married,42,10,0,0,40
<=50K.,White,Male,Private,Divorced,27,10,0,0,50
>50K.,White,Male,Private,Married,36,10,0,0,40
<=50K.,Black,Male,Private,Never-married,23,9,0,0,40
<=50K.,White,Male,Private,Married,46,9,3464,0,40
<=50K.,Black,Male,Private,Never-married,24,7,0,0,35
<=50K.,White,Female,Private,Never-married,22,9,0,0,40
>50K.,White,Male,Private,Married,62,13,0,0,40
<=50K.,White,Male,Private,Never-married,19,9,0,0,40
<=50K.,White,Male,Private,Never-married,20,9,0,0,30
>50K.,Asian-Pac-Islander,Male,Private,Married,47,14,15024,0,40
<=50K.,White,Female,Private,Never-married,57,9,0,0,40
<=50K.,White,Male,Private,Never-married,19,9,0,0,35
<=50K.,White,Female,Private,Never-married,17,8,0,0,20
>50K.,White,Male,Private,Married,50,10,0,0,40
<=50K.,White,Female,Private,Married,35,9,3942,0,35
<=50K.,White,Male,Private,Married,28,9,0,1740,30
<=50K.,Black,Male,Private,Separated,25,9,0,0,40
<=50K.,White,Female,Private,Never-married,19,9,0,0,40
<=50K.,White,Male,Private,Married,49,10,0,0,40
>50K.,White,Male,Private,Married,31,15,0,0,25
<=50K.,White,Female,Private,Divorced,42,9,0,0,40
<=50K.,White,Female,Private,Widowed,40,13,0,0,40
<=50K.,White,Female,Private,Divorced,44,10,0,0,38
<=50K.,White,Female,Private,Divorced,36,9,0,0,40
<=50K.,White,Female,Private,Never-married,19,10,0,0,20
<=50K.,Amer-Indian-Eskimo,Male,Private,Married,46,11,0,0,60
<=50K.,White,Female,Private,Separated,33,10,0,0,37
<=50K.,Asian-Pac-Islander,Male,Private,Never-married,22,5,0,0,40
>50K.,White,Male,Private,Married,41,9,0,0,45
